,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
403,Chris stated the team must complete the project by Friday.,Prosodic Breaks,Direct/Indirect,Public Speaking,20049,2,Chris stated the team must complete the project by Friday.,Indirect statement from Chris.,"Chris erklärte, dass das Team das Projekt bis Freitag abschließen muss.",data/prosodic_breaks/wavs/20049/20049_1_3.wav,Chris *stated* <pause> the team must complete the project by Friday.,Direct statement from Chris.,"Chris betonte, dass das Team das Projekt bis Freitag abschließen muss.",data/prosodic_breaks/wavs/20049/20049_2_5.wav
404,The manager explained the changes are necessary for growth.,Prosodic Breaks,Direct/Indirect,Public Speaking,20052,2,The manager explained the changes are necessary for growth.,Indirect statement from the manager.,"Der Manager erklärte, dass die Änderungen für das Wachstum notwendig sind.",data/prosodic_breaks/wavs/20052/20052_1_2.wav,The manager *explained* <pause> the changes are necessary for growth.,Direct statement from the manager.,"Der Manager stellte klar, die Änderungen seien für das Wachstum notwendig.",data/prosodic_breaks/wavs/20052/20052_2_2.wav
405,The agent assured the issue has been resolved.,Prosodic Breaks,Direct/Indirect,Customer Service,20061,2,The agent assured the issue has been resolved.,Indirect statement from the agent.,"Der Agent versicherte, dass das Problem gelöst wurde.",data/prosodic_breaks/wavs/20061/20061_1_4.wav,The agent *assured* <pause> the issue has been resolved.,Direct statement from the agent.,"Der Agent versicherte ausdrücklich, dass das Problem gelöst wurde.",data/prosodic_breaks/wavs/20061/20061_2_4.wav
406,The manager stated the package is on its way.,Prosodic Breaks,Direct/Indirect,Customer Service,20062,2,The manager stated the package is on its way.,Indirect statement from the manager.,"Der Manager sagte, dass das Paket unterwegs ist.",data/prosodic_breaks/wavs/20062/20062_1_5.wav,The manager *stated* <pause> the package is on its way.,Direct statement from the manager.,"Der Manager erklärte, dass das Paket unterwegs ist.",data/prosodic_breaks/wavs/20062/20062_2_2.wav
407,The assistant explained the procedure clearly.,Prosodic Breaks,Direct/Indirect,Customer Service,20066,1,The assistant explained the procedure clearly.,Indirect statement from the assistant.,Der Assistent erklärte das Verfahren deutlich.,data/prosodic_breaks/wavs/20066/20066_1_3.wav,The assistant *explained* <pause> the procedure clearly.,Direct statement from the assistant.,Der Assistent erläuterte das Verfahren deutlich.,data/prosodic_breaks/wavs/20066/20066_2_1.wav
408,The counselor indicated the client could try group therapy.,Prosodic Breaks,Direct/Indirect,Therapy Sessions,20086,2,The counselor indicated the client could try group therapy.,Indirect statement from the counselor.,"Der Berater teilte mit, dass der Klient Gruppentherapie ausprobieren könnte.",data/prosodic_breaks/wavs/20086/20086_1_4.wav,The counselor *indicated* <pause> the client could try group therapy.,Direct statement from the counselor.,"Der Berater wies darauf hin, dass der Klient Gruppentherapie ausprobieren könnte.",data/prosodic_breaks/wavs/20086/20086_2_3.wav
409,The psychiatrist proposed a new medication for treatment.,Prosodic Breaks,Direct/Indirect,Therapy Sessions,20088,2,The psychiatrist proposed a new medication for treatment.,Indirect statement from the psychiatrist.,Der Psychiater schlug ein neues Medikament zur Behandlung vor.,data/prosodic_breaks/wavs/20088/20088_1_0.wav,The psychiatrist *proposed* <pause> a new medication for treatment.,Direct statement from the psychiatrist.,Der Psychiater hat ein neues Medikament zur Behandlung vorgeschlagen.,data/prosodic_breaks/wavs/20088/20088_2_5.wav
410,The senator announced the bill will be passed.,Prosodic Breaks,Direct/Indirect,Political Speeches,20090,2,The senator announced the bill will be passed.,Indirect statement from the senator.,"Der Senator kündigte an, dass das Gesetz verabschiedet wird.",data/prosodic_breaks/wavs/20090/20090_1_3.wav,The senator *announced* <pause> the bill will be passed.,Direct statement from the senator.,"Der Senator selbst verkündete, dass das Gesetz verabschiedet wird.",data/prosodic_breaks/wavs/20090/20090_2_2.wav
411,The governor proclaimed changes are necessary.,Prosodic Breaks,Direct/Indirect,Political Speeches,20091,2,The governor proclaimed changes are necessary.,Indirect statement from the governor.,"Der Gouverneur hat verkündet, dass Änderungen notwendig sind.",data/prosodic_breaks/wavs/20091/20091_1_2.wav,The governor *proclaimed* <pause> changes are necessary.,Direct statement from the governor.,"Der Gouverneur persönlich hat verkündet, dass Änderungen notwendig sind.",data/prosodic_breaks/wavs/20091/20091_2_0.wav
412,The ambassador stated the negotiations are ongoing.,Prosodic Breaks,Direct/Indirect,Political Speeches,20092,2,The ambassador stated the negotiations are ongoing.,Indirect statement from the ambassador.,"Der Botschafter gab an, dass die Verhandlungen im Gange sind.",data/prosodic_breaks/wavs/20092/20092_1_3.wav,The ambassador *stated* <pause> the negotiations are ongoing.,Direct statement from the ambassador.,"Der Botschafter erklärte, dass die Verhandlungen im Gange sind.",data/prosodic_breaks/wavs/20092/20092_2_5.wav
413,The diplomat declared the treaty is effective.,Prosodic Breaks,Direct/Indirect,Political Speeches,20094,2,The diplomat declared the treaty is effective.,Indirect statement from the diplomat.,"Der Diplomat erklärte, dass der Vertrag in Kraft tritt.",data/prosodic_breaks/wavs/20094/20094_1_1.wav,The diplomat *declared* <pause> the treaty is effective.,Direct statement from the diplomat.,"Der Diplomat erklärte selbst, dass der Vertrag in Kraft tritt.",data/prosodic_breaks/wavs/20094/20094_2_5.wav
414,The representative remarked that funding will continue.,Prosodic Breaks,Direct/Indirect,Political Speeches,20095,2,The representative remarked that funding will continue.,Indirect statement from the representative.,"Der Vertreter bemerkte, dass die Finanzierung fortgesetzt wird.",data/prosodic_breaks/wavs/20095/20095_1_2.wav,The representative *remarked* <pause> that funding will continue.,Direct statement from the representative.,"Der Vertreter stellte fest, dass die Finanzierung fortgesetzt wird.",data/prosodic_breaks/wavs/20095/20095_2_5.wav
415,The specialist noted the condition could improve with treatment.,Prosodic Breaks,Direct/Indirect,Medical Consultations,20100,2,The specialist noted the condition could improve with treatment.,Indirect statement from the specialist.,"Der Spezialist bemerkte, dass sich der Zustand mit einer Behandlung verbessern könnte.",data/prosodic_breaks/wavs/20100/20100_1_1.wav,The specialist *noted* <pause> the condition could improve with treatment.,Direct statement from the specialist.,"Der Spezialist stellte fest, dass sich der Zustand mit einer Behandlung verbessern könnte.",data/prosodic_breaks/wavs/20100/20100_2_5.wav
416,The therapist indicated therapy sessions would help.,Prosodic Breaks,Direct/Indirect,Medical Consultations,20102,1,The therapist indicated therapy sessions would help.,Indirect statement from the therapist.,"Der Therapeut sagte, dass Therapie-Sitzungen helfen würden.",data/prosodic_breaks/wavs/20102/20102_1_0.wav,The therapist *indicated* <pause> therapy sessions would help.,Direct statement from the therapist.,"Der Therapeut erklärte, dass Therapie-Sitzungen helfen würden.",data/prosodic_breaks/wavs/20102/20102_2_0.wav
417,The lecturer observed the trends are worrying.,Prosodic Breaks,Direct/Indirect,Scientific Research Presentations,20115,2,The lecturer observed the trends are worrying.,Indirect statement from the lecturer about the worrying trends.,"Der Dozent bemerkte, dass die Trends besorgniserregend sind.",data/prosodic_breaks/wavs/20115/20115_1_2.wav,The lecturer *observed* <pause> the trends are worrying.,Direct statement from the lecturer about the worrying trends.,"Der Dozent stellte fest, die Trends sind besorgniserregend.",data/prosodic_breaks/wavs/20115/20115_2_2.wav
418,The engineer confirmed the specifications meet the requirements.,Prosodic Breaks,Direct/Indirect,Technical Writing,20118,2,The engineer confirmed the specifications meet the requirements.,Indirect statement about the specifications meeting the requirements.,"Der Ingenieur bestätigte, dass die Spezifikationen den Anforderungen entsprechen.",data/prosodic_breaks/wavs/20118/20118_1_2.wav,The engineer *confirmed* <pause> the specifications meet the requirements.,Direct statement from the engineer confirming the specifications meet the requirements.,"Der Ingenieur hat bestätigt, dass die Spezifikationen den Anforderungen entsprechen.",data/prosodic_breaks/wavs/20118/20118_2_3.wav
419,The architect stated the blueprint needs revision.,Prosodic Breaks,Direct/Indirect,Technical Writing,20125,2,The architect stated the blueprint needs revision.,Indirect statement about blueprint revision.,"Der Architekt erklärte, dass der Entwurf überarbeitet werden muss.",data/prosodic_breaks/wavs/20125/20125_1_3.wav,The architect *stated* <pause> the blueprint needs revision.,Direct statement from the architect stating blueprint revision.,"Der Architekt stellte fest, der Entwurf müsse überarbeitet werden.",data/prosodic_breaks/wavs/20125/20125_2_1.wav
420,The consultant affirmed the strategy will enhance engagement.,Prosodic Breaks,Direct/Indirect,Advertising,20133,2,The consultant affirmed the strategy will enhance engagement.,Indirect statement from the consultant.,"Der Berater bestätigte, dass die Strategie das Engagement erhöhen wird.",data/prosodic_breaks/wavs/20133/20133_1_3.wav,The consultant *affirmed* <pause> the strategy will enhance engagement.,Direct statement from the consultant.,"Der Berater bekräftigte, dass die Strategie das Engagement erhöhen wird.",data/prosodic_breaks/wavs/20133/20133_2_2.wav
421,The marketer explained the benefits of the new feature are substantial.,Prosodic Breaks,Direct/Indirect,Advertising,20134,2,The marketer explained the benefits of the new feature are substantial.,Indirect statement from the marketer.,"Der Marketeer erklärte, dass die Vorteile des neuen Features erheblich sind.",data/prosodic_breaks/wavs/20134/20134_1_4.wav,The marketer *explained* <pause> the benefits of the new feature are substantial.,Direct statement from the marketer.,"Der Marketeer erläuterte, dass die Vorteile des neuen Features erheblich sind.",data/prosodic_breaks/wavs/20134/20134_2_3.wav
422,The executive outlined the future plans include expansion.,Prosodic Breaks,Direct/Indirect,Advertising,20135,1,The executive outlined the future plans include expansion.,Indirect statement from the executive.,"Die Führungskraft skizzierte die Zukunftspläne, die eine Expansion beinhalten.",data/prosodic_breaks/wavs/20135/20135_1_0.wav,The executive *outlined* <pause> the future plans include expansion.,Direct statement from the executive.,"Die Führungskraft erläuterte die Zukunftspläne, die eine Expansion beinhalten.",data/prosodic_breaks/wavs/20135/20135_2_5.wav
423,The mayor reported crime rates have decreased.,Prosodic Breaks,Direct/Indirect,News Reporting,20148,1,The mayor reported crime rates have decreased.,Indirect statement from the mayor.,"Der Bürgermeister berichtete, dass die Kriminalitätsrate gesunken ist.",data/prosodic_breaks/wavs/20148/20148_1_5.wav,The mayor *reported* <pause> crime rates have decreased.,Direct statement from the mayor.,"Der Bürgermeister gab bekannt, dass die Kriminalitätsrate gesunken ist.",data/prosodic_breaks/wavs/20148/20148_2_4.wav
424,The journalist revealed documents show evidence of corruption.,Prosodic Breaks,Direct/Indirect,News Reporting,20152,2,The journalist revealed documents show evidence of corruption.,Indirect statement from the journalist.,Der Journalist enthüllte Dokumente zeigen Beweise für Korruption.,data/prosodic_breaks/wavs/20152/20152_1_4.wav,The journalist *revealed* <pause> documents show evidence of corruption.,Direct statement from the journalist.,"Der Journalist gab bekannt, dass Dokumente Beweise für Korruption zeigen.",data/prosodic_breaks/wavs/20152/20152_2_3.wav
425,The analyst noted the stock market has been volatile.,Prosodic Breaks,Direct/Indirect,News Reporting,20153,2,The analyst noted the stock market has been volatile.,Indirect statement from the analyst.,"Der Analyst stellte fest, dass der Aktienmarkt volatil war.",data/prosodic_breaks/wavs/20153/20153_1_3.wav,The analyst *noted* <pause> the stock market has been volatile.,Direct statement from the analyst.,"Der Analyst hielt fest, dass der Aktienmarkt volatil war.",data/prosodic_breaks/wavs/20153/20153_2_3.wav
426,The official confirmed the negotiations had been successful.,Prosodic Breaks,Direct/Indirect,News Reporting,20155,2,The official confirmed the negotiations had been successful.,Indirect statement from the official.,"Der Beamte bestätigte, dass die Verhandlungen erfolgreich gewesen waren.",data/prosodic_breaks/wavs/20155/20155_1_2.wav,The official *confirmed* <pause> the negotiations had been successful.,Direct statement from the official.,"Der Beamte selbst bestätigte, dass die Verhandlungen erfolgreich gewesen waren.",data/prosodic_breaks/wavs/20155/20155_2_0.wav
427,The seer declared the prophecy would be fulfilled.,Prosodic Breaks,Direct/Indirect,Storytelling,20164,1,The seer declared the prophecy would be fulfilled.,Indirect statement from the seer.,"Der Seher erklärte, dass die Prophezeiung erfüllt werden würde.",data/prosodic_breaks/wavs/20164/20164_1_0.wav,The seer *declared* <pause> the prophecy would be fulfilled.,Direct statement from the seer.,"Der Seher verkündete, dass die Prophezeiung erfüllt werden würde.",data/prosodic_breaks/wavs/20164/20164_2_5.wav
428,Sarah mentioned the deadline is tomorrow.,Prosodic Breaks,Direct/Indirect,Conflict Resolution,20169,2,Sarah mentioned the deadline is tomorrow.,Indirect statement from Sarah.,"Sarah erwähnte, dass die Frist morgen ist.",data/prosodic_breaks/wavs/20169/20169_1_0.wav,Sarah *mentioned* <pause> the deadline is tomorrow.,Direct statement from Sarah.,"Sarah hat erwähnt, dass die Frist morgen ist.",data/prosodic_breaks/wavs/20169/20169_2_5.wav
429,The coordinator suggested the team should regroup.,Prosodic Breaks,Direct/Indirect,Conflict Resolution,20173,2,The coordinator suggested the team should regroup.,Indirect statement from the coordinator.,"Der Koordinator schlug vor, dass das Team sich neu formieren soll.",data/prosodic_breaks/wavs/20173/20173_1_4.wav,The coordinator *suggested* <pause> the team should regroup.,Direct statement from the coordinator.,Der Koordinator schlug vor: Das Team soll sich neu formieren.,data/prosodic_breaks/wavs/20173/20173_2_1.wav
430,The team leader advised patience in handling the situation.,Prosodic Breaks,Direct/Indirect,Conflict Resolution,20175,2,The team leader advised patience in handling the situation.,Indirect statement from the team leader.,Das Teamleiter riet Geduld im Umgang mit der Situation.,data/prosodic_breaks/wavs/20175/20175_1_4.wav,The team leader *advised* <pause> patience in handling the situation.,Direct statement from the team leader.,Der Teamleiter betonte Geduld im Umgang mit der Situation.,data/prosodic_breaks/wavs/20175/20175_2_3.wav
433,He suggested truth is a matter of perspective.,Prosodic Breaks,Direct/Indirect,Philosophical Discussions,20192,2,He suggested truth is a matter of perspective.,Indirect suggestion.,"Er meinte, dass Wahrheit eine Frage der Perspektive ist.",data/prosodic_breaks/wavs/20192/20192_1_2.wav,He *suggested* <pause> truth is a matter of perspective.,Direct statement of his suggestion.,"Er hat angedeutet, dass Wahrheit eine Frage der Perspektive ist.",data/prosodic_breaks/wavs/20192/20192_2_1.wav
434,The evidence which was submitted was crucial.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20199,2,The *evidence* <pause> which was submitted <pause> was crucial.,"All the evidence was crucial, and the fact that it was submitted is additional information. (Nonrestrictive)",Die vorgelegten Beweise waren entscheidend.,data/prosodic_breaks/wavs/20199/20199_1_3.wav,The evidence which was *submitted* <pause> was crucial.,Only the submitted evidence was crucial. (Restrictive),"Die Beweise, die vorgelegt wurden, waren entscheidend.",data/prosodic_breaks/wavs/20199/20199_2_2.wav
435,The ruling which was delivered shocked everyone.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20201,1,The *ruling* <pause> which was delivered <pause> shocked everyone.,"The ruling shocked everyone, and the fact it was delivered is additional information. (Nonrestrictive)","Nur das Urteil, das verkündet wurde, schockierte alle.",data/prosodic_breaks/wavs/20201/20201_1_5.wav,The ruling which was *delivered* <pause> shocked everyone.,Only the specific ruling that was delivered shocked everyone. (Restrictive),"Das Urteil, das verkündet wurde, schockierte alle.",data/prosodic_breaks/wavs/20201/20201_2_2.wav
436,The defendant who pleaded guilty received a lighter sentence.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20202,2,The *defendant* <pause> who pleaded guilty <pause> received a lighter sentence.,"The defendant received a lighter sentence, and the fact they pleaded guilty is additional information. (Nonrestrictive)","Der Angeklagte, der sich schuldig bekannt hatte, erhielt eine mildere Strafe.",data/prosodic_breaks/wavs/20202/20202_1_0.wav,The defendant who pleaded *guilty* <pause> received a lighter sentence.,Only the defendant who pleaded guilty received a lighter sentence. (Restrictive),"Der Angeklagte, der sich schuldig bekannte, erhielt eine mildere Strafe.",data/prosodic_breaks/wavs/20202/20202_2_2.wav
437,The jurors who were selected deliberated for hours.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20203,1,The *jurors* <pause> who were selected <pause> deliberated for hours.,"The jurors deliberated for hours, and the fact they were selected is additional information. (Nonrestrictive)","Die Geschworenen, die ausgewählt wurden, berieten stundenlang.",data/prosodic_breaks/wavs/20203/20203_1_5.wav,The jurors who were *selected* <pause> deliberated for hours.,Only the jurors who were selected deliberated for hours. (Restrictive),Nur die ausgewählten Geschworenen berieten stundenlang.,data/prosodic_breaks/wavs/20203/20203_2_5.wav
438,The contract that was signed is binding.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20205,2,The *contract* <pause> that was signed <pause> is binding.,"The contract is binding, and the fact it was signed is additional information. (Nonrestrictive)","Der Vertrag, der unterzeichnet wurde, ist bindend.",data/prosodic_breaks/wavs/20205/20205_1_2.wav,The contract that was *signed* <pause> is binding.,Only the specific contract that was signed is binding. (Restrictive),"Der Vertrag, der unterzeichnet wurde, ist verbindlich.",data/prosodic_breaks/wavs/20205/20205_2_3.wav
439,The judge who presided over the case was impartial.,Prosodic Breaks,Restrictive/Nonrestrictive,Legal Proceedings,20206,2,The *judge* <pause> who presided over the case <pause> was impartial.,"The judge was impartial, and the fact they presided over the case is additional information. (Nonrestrictive)","Nur der Richter, der den Fall leitete, war unparteiisch.",data/prosodic_breaks/wavs/20206/20206_1_5.wav,The judge who presided over the *case* <pause> was impartial.,Only the specific judge who presided over the case was impartial. (Restrictive),"Der Richter, der den Fall leitete, war unparteiisch.",data/prosodic_breaks/wavs/20206/20206_2_1.wav
441,The assignment that required a partner was challenging.,Prosodic Breaks,Restrictive/Nonrestrictive,Teaching/Education,20222,2,The *assignment* <pause> that required a partner <pause> was challenging.,"The assignment was challenging, and it happens to have required a partner. (Nonrestrictive)","Nur die Aufgabe, die einen Partner erforderte, war herausfordernd.",data/prosodic_breaks/wavs/20222/20222_1_1.wav,The assignment that required a *partner* <pause> was challenging.,"Only the assignment that specifically needed a partner was challenging, not others. (Restrictive)","Die Aufgabe, die einen Partner erforderte, war eine Herausforderung.",data/prosodic_breaks/wavs/20222/20222_2_0.wav
442,The lecture which covered prosody was fascinating.,Prosodic Breaks,Restrictive/Nonrestrictive,Teaching/Education,20226,2,The *lecture* <pause> which covered prosody <pause> was fascinating.,"The lecture was fascinating, and it happens to have covered prosody. (Nonrestrictive)","Die Vorlesung, die Prosodie behandelte, war faszinierend.",data/prosodic_breaks/wavs/20226/20226_1_4.wav,The lecture which covered *prosody* <pause> was fascinating.,Only the lecture specifically about prosody was fascinating. (Restrictive),"Die Vorlesung, die Prosodie behandelte, war wirklich faszinierend.",data/prosodic_breaks/wavs/20226/20226_2_3.wav
443,The student who won the award deserves it.,Prosodic Breaks,Restrictive/Nonrestrictive,Teaching/Education,20227,2,The *student* <pause> who won the award <pause> deserves it.,"The student deserves the award, and they happen to have won it. (Nonrestrictive)","Nur der Student, der die Auszeichnung gewonnen hat, verdient sie.",data/prosodic_breaks/wavs/20227/20227_1_2.wav,The student who won the *award* <pause> deserves it.,Only the student who specifically won the award deserves it. (Restrictive),"Der Student, der die Auszeichnung gewonnen hat, verdient sie.",data/prosodic_breaks/wavs/20227/20227_2_0.wav
444,The babysitter who stayed late was paid extra.,Prosodic Breaks,Restrictive/Nonrestrictive,Parenting,20231,2,The *babysitter* <pause> who stayed late <pause> was paid extra.,The babysitter (additional info: stayed late) was paid extra. (Nonrestrictive),"Die Babysitterin, die lange blieb, wurde extra bezahlt.",data/prosodic_breaks/wavs/20231/20231_1_5.wav,The babysitter who stayed *late* <pause> was paid extra.,Only the babysitter who stayed late was paid extra. (Restrictive),"Nur die Babysitterin, die lange blieb, wurde extra bezahlt.",data/prosodic_breaks/wavs/20231/20231_2_0.wav
445,The article that Jane wrote was published yesterday.,Prosodic Breaks,Restrictive/Nonrestrictive,Journalism,20238,1,The *article* <pause> that Jane wrote <pause> was published yesterday.,"The article, incidentally written by Jane, was published yesterday. (Nonrestrictive)","Der Artikel, den Jane geschrieben hat, wurde gestern veröffentlicht.",data/prosodic_breaks/wavs/20238/20238_1_1.wav,The article that Jane *wrote* <pause> was published yesterday.,Only the specific article that Jane wrote was published yesterday. (Restrictive),"Der Artikel, den eben Jane geschrieben hat, wurde gestern veröffentlicht.",data/prosodic_breaks/wavs/20238/20238_2_2.wav
446,The editor who made the changes is retiring.,Prosodic Breaks,Restrictive/Nonrestrictive,Journalism,20240,1,The *editor* <pause> who made the changes <pause> is retiring.,"The editor, who happens to have made the changes, is retiring. (Nonrestrictive)","Nur der Redakteur, der die Änderungen gemacht hat, geht in den Ruhestand.",data/prosodic_breaks/wavs/20240/20240_1_5.wav,The editor who made the *changes* <pause> is retiring.,Only the editor who made the changes is retiring. (Restrictive),"Der Redakteur, der die Änderungen gemacht hat, geht in den Ruhestand.",data/prosodic_breaks/wavs/20240/20240_2_1.wav
447,The editorial that was rejected was resubmitted.,Prosodic Breaks,Restrictive/Nonrestrictive,Journalism,20245,1,The *editorial* <pause> that was rejected <pause> was resubmitted.,"The editorial, which happened to be rejected, was resubmitted. (Nonrestrictive)","Der Leitartikel, welcher abgelehnt wurde, wurde erneut eingereicht.",data/prosodic_breaks/wavs/20245/20245_1_5.wav,The editorial that was *rejected* <pause> was resubmitted.,Only the specific editorial that was rejected was resubmitted. (Restrictive),"Der Leitartikel, der abgelehnt wurde, wurde erneut eingereicht.",data/prosodic_breaks/wavs/20245/20245_2_1.wav
448,The presentation that she gave was outstanding.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20249,2,The *presentation* <pause> that she gave <pause> was outstanding.,The one and only presentation she gave was outstanding. (Nonrestrictive),"Ihre Präsentation, die sie gehalten hat, war herausragend.",data/prosodic_breaks/wavs/20249/20249_1_0.wav,The presentation that she *gave* <pause> was outstanding.,"Only the presentation given by her was outstanding, suggesting other presentations were not as good. (Restrictive)","Die Präsentation, die sie gehalten hat, war herausragend.",data/prosodic_breaks/wavs/20249/20249_2_0.wav
449,The audience who stayed late asked questions.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20250,2,The *audience* <pause> who stayed late <pause> asked questions.,"All of the audience, who happened to stay late, asked questions. (Nonrestrictive)","Die Zuschauer, die spät blieben, stellten dann Fragen.",data/prosodic_breaks/wavs/20250/20250_1_3.wav,The audience who stayed *late* <pause> asked questions.,Only the segment of the audience who stayed late asked questions. (Restrictive),"Die Zuschauer, die spät blieben, stellten Fragen.",data/prosodic_breaks/wavs/20250/20250_2_2.wav
450,The talk that addressed climate change was popular.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20251,2,The *talk* <pause> that addressed climate change <pause> was popular.,"The specific talk they gave, which happened to address climate change, was popular. (Nonrestrictive)","Die Rede, die den Klimawandel behandelte, war besonders beliebt.",data/prosodic_breaks/wavs/20251/20251_1_5.wav,The talk that addressed *climate change* <pause> was popular.,Only the talk specifically addressing climate change was popular. (Restrictive),"Die Rede, die den Klimawandel behandelte, war beliebt.",data/prosodic_breaks/wavs/20251/20251_2_5.wav
451,The panelists who wore formal attire received compliments.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20253,1,The *panelists* <pause> who wore formal attire <pause> received compliments.,"All of the panelists, who happened to wear formal attire, received compliments. (Nonrestrictive)","Die Diskussionsteilnehmer, die formelle Kleidung trugen, erhielten Komplimente.",data/prosodic_breaks/wavs/20253/20253_1_0.wav,The panelists who wore formal *attire* <pause> received compliments.,"Only the panelists who wore formal attire received compliments, not necessarily others. (Restrictive)","Die Diskussionsteilnehmer, welche formelle Kleidung trugen, erhielten Komplimente.",data/prosodic_breaks/wavs/20253/20253_2_1.wav
452,The session which included group activities was effective.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20256,2,The *session* <pause> which included group activities <pause> was effective.,"The specific session, which happened to include group activities, was effective. (Nonrestrictive)",Nur die Sitzung mit Gruppenaktivitäten war effektiv.,data/prosodic_breaks/wavs/20256/20256_1_2.wav,The session which included group *activities* <pause> was effective.,Only the session that included group activities was considered effective. (Restrictive),"Die Sitzung, die Gruppenaktivitäten umfasste, war effektiv.",data/prosodic_breaks/wavs/20256/20256_2_2.wav
453,The speech that he delivered was thought-provoking.,Prosodic Breaks,Restrictive/Nonrestrictive,Public Speaking,20257,1,The *speech* <pause> that he delivered <pause> was thought-provoking.,"The particular speech he delivered, which is one and the same, was thought-provoking. (Nonrestrictive)","Die Rede, die er gehalten hat, war zum Nachdenken anregend.",data/prosodic_breaks/wavs/20257/20257_1_5.wav,The speech that he *delivered* <pause> was thought-provoking.,Only the speech that he delivered (implying he or others might have delivered other speeches) was thought-provoking. (Restrictive),"Nur die Rede, die er gehalten hat, war zum Nachdenken anregend.",data/prosodic_breaks/wavs/20257/20257_2_0.wav
454,The client who has premium membership was given a discount.,Prosodic Breaks,Restrictive/Nonrestrictive,Customer Service,20259,2,The *client* <pause> who has premium membership <pause> was given a discount.,"The client was given a discount, and it happens they have a premium membership. (Nonrestrictive)",Der Kunde mit der Premium-Mitgliedschaft erhielt einen Rabatt.,data/prosodic_breaks/wavs/20259/20259_1_0.wav,The client who has premium *membership* <pause> was given a discount.,Only the client with the premium membership received the discount. (Restrictive),"Der Kunde, der eine Premium-Mitgliedschaft hat, erhielt einen Rabatt.",data/prosodic_breaks/wavs/20259/20259_2_1.wav
455,The policy that was updated made a difference.,Prosodic Breaks,Restrictive/Nonrestrictive,Customer Service,20264,1,The *policy* <pause> that was updated <pause> made a difference.,"All policies made a difference, and being updated is additional info. (Nonrestrictive)","Die Richtlinie, die aktualisiert wurde, hat einen Unterschied gemacht.",data/prosodic_breaks/wavs/20264/20264_1_1.wav,The policy that was *updated* <pause> made a difference.,Only the updated policy made a difference. (Restrictive),"Die Richtlinie, welche aktualisiert wurde, hat einen Unterschied gemacht.",data/prosodic_breaks/wavs/20264/20264_2_3.wav
456,The team that handled complaints was reorganized.,Prosodic Breaks,Restrictive/Nonrestrictive,Customer Service,20266,1,The *team* <pause> that handled complaints <pause> was reorganized.,"The team was reorganized, and it happens they handled complaints. (Nonrestrictive)","Das Team, das Beschwerden bearbeitete, wurde reorganisiert.",data/prosodic_breaks/wavs/20266/20266_1_0.wav,The team that handled *complaints* <pause> was reorganized.,Only the team handling complaints was reorganized. (Restrictive),"Das Team, das Beschwerden bearbeitete, wurde umstrukturiert.",data/prosodic_breaks/wavs/20266/20266_2_0.wav
457,The supervisor who reviewed the case approved the refund.,Prosodic Breaks,Restrictive/Nonrestrictive,Customer Service,20267,1,The *supervisor* <pause> who reviewed the case <pause> approved the refund.,"The supervisor approved the refund, and they reviewed the case. (Nonrestrictive)","Der Vorgesetzte, welcher den Fall überprüft hat, genehmigte die Rückerstattung.",data/prosodic_breaks/wavs/20267/20267_1_5.wav,The supervisor who reviewed the *case* <pause> approved the refund.,Only the supervisor who reviewed the case approved the refund. (Restrictive),"Der Vorgesetzte, der den Fall überprüft hat, genehmigte die Rückerstattung.",data/prosodic_breaks/wavs/20267/20267_2_5.wav
458,The software update that fixed the bug was installed last night.,Prosodic Breaks,Restrictive/Nonrestrictive,Workplace Communication,20273,2,The *software update* <pause> that fixed the bug <pause> was installed last night.,"The software update was installed last night, and it happens to fix the bug. (Nonrestrictive)","Das Software-Update, das den Fehler behoben hat, wurde letzte Nacht installiert.",data/prosodic_breaks/wavs/20273/20273_1_5.wav,The software update that fixed the *bug* <pause> was installed last night.,Only the software update that fixed the bug was installed last night. (Restrictive),"Das Software-Update, das den spezifischen Fehler behoben hat, wurde letzte Nacht installiert.",data/prosodic_breaks/wavs/20273/20273_2_0.wav
459,The therapist who specializes in trauma is available.,Prosodic Breaks,Restrictive/Nonrestrictive,Therapy Sessions,20278,2,The *therapist* <pause> who specializes in trauma <pause> is available.,"The therapist, who happens to specialize in trauma, is available. (Nonrestrictive)","Die Therapeutin, die auf Traumata spezialisiert ist, steht zur Verfügung.",data/prosodic_breaks/wavs/20278/20278_1_3.wav,The therapist who specializes in *trauma* <pause> is available.,"The therapist who specializes in trauma, as opposed to others, is available. (Restrictive)","Die Therapeutin, die auf Traumata spezialisiert ist, steht bereit.",data/prosodic_breaks/wavs/20278/20278_2_2.wav
