,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
472,The book that was on the table is mine.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20337,2,The *book* <pause> that was on the table <pause> is mine.,"The book is mine, and the fact it was on the table is additional information. (Nonrestrictive)","El libro, que estaba en la mesa, es mío.",data/prosodic_breaks/wavs/20337/20337_1_2.wav,The book that was on the *table* <pause> is mine.,Only the book that was on the table is mine. (Restrictive),El libro que estaba en la mesa es mío.,data/prosodic_breaks/wavs/20337/20337_2_0.wav
473,The author who won the award was celebrated.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20338,1,The *author* <pause> who won the award <pause> was celebrated.,"The author was celebrated, and winning the award is additional information. (Nonrestrictive)","La autora, que ganó el premio, fue celebrada.",data/prosodic_breaks/wavs/20338/20338_1_1.wav,The author who won the *award* <pause> was celebrated.,Only the author who won the award was celebrated. (Restrictive),La autora que ganó el premio fue celebrada.,data/prosodic_breaks/wavs/20338/20338_2_4.wav
474,The poem that has the red cover is my favorite.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20339,2,The *poem* <pause> that has the red cover <pause> is my favorite.,"The poem is my favorite, and the cover color is additional information. (Nonrestrictive)","El poema, que tiene la cubierta roja, es mi favorito.",data/prosodic_breaks/wavs/20339/20339_1_5.wav,The poem that has the red *cover* <pause> is my favorite.,Only the poem with the red cover is my favorite. (Restrictive),El poema que tiene la cubierta roja es mi favorito.,data/prosodic_breaks/wavs/20339/20339_2_0.wav
475,The critic who wrote the review is famous.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20340,2,The *critic* <pause> who wrote the review <pause> is famous.,"The critic is famous, and writing the review is additional information. (Nonrestrictive)","La crítica, que escribió la reseña, es famosa.",data/prosodic_breaks/wavs/20340/20340_1_3.wav,The critic who wrote the *review* <pause> is famous.,Only the critic who wrote the review is famous. (Restrictive),La crítica que escribió la reseña es famosa.,data/prosodic_breaks/wavs/20340/20340_2_3.wav
476,The character that dies in the first act is essential.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20341,2,The *character* <pause> that dies in the first act <pause> is essential.,"The character is essential, and their death in the first act is additional information. (Nonrestrictive)","El personaje, que muere en el primer acto, es imprescindible.",data/prosodic_breaks/wavs/20341/20341_1_4.wav,The character that dies in the first *act* <pause> is essential.,Only the character who dies in the first act is essential. (Restrictive),El personaje que muere en el primer acto es esencial.,data/prosodic_breaks/wavs/20341/20341_2_0.wav
477,The critique that was highly detailed impressed the audience.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20343,2,The *critique* <pause> that was highly detailed <pause> impressed the audience.,"The critique impressed the audience, and being highly detailed is additional information. (Nonrestrictive)","La crítica, que fue muy detallada, impresionó al público.",data/prosodic_breaks/wavs/20343/20343_1_0.wav,The critique that was highly *detailed* <pause> impressed the audience.,Only the highly detailed critique impressed the audience. (Restrictive),La crítica que fue muy detallada impresionó al público.,data/prosodic_breaks/wavs/20343/20343_2_4.wav
478,The translator who worked on the novel was remarkable.,Prosodic Breaks,Restrictive/Nonrestrictive,Literature Analysis,20346,2,The *translator* <pause> who worked on the novel <pause> was remarkable.,"The translator was remarkable, and working on the novel is additional information. (Nonrestrictive)","El traductor, quien trabajó en la novela, fue notable.",data/prosodic_breaks/wavs/20346/20346_1_1.wav,The translator who worked on the *novel* <pause> was remarkable.,Only the translator who worked on the novel was remarkable. (Restrictive),El traductor que trabajó en la novela fue notable.,data/prosodic_breaks/wavs/20346/20346_2_3.wav
479,The company which opened last year is already profitable.,Prosodic Breaks,Restrictive/Nonrestrictive,News Reporting,20350,1,The *company* <pause> which opened last year <pause> is already profitable.,"The company is profitable, and it opened last year. (Nonrestrictive)","La empresa, que se abrió el año pasado, ya es rentable.",data/prosodic_breaks/wavs/20350/20350_1_3.wav,The company which opened last *year* <pause> is already profitable.,The specific company that opened last year is already profitable. (Restrictive),La empresa que se abrió el año pasado ya es rentable.,data/prosodic_breaks/wavs/20350/20350_2_2.wav
480,The journalist who won the award gave a speech.,Prosodic Breaks,Restrictive/Nonrestrictive,News Reporting,20351,2,The *journalist* <pause> who won the award <pause> gave a speech.,"The journalist gave a speech, and by the way, they had won an award. (Nonrestrictive)",El periodista que ganó el premio fue quien dio un discurso.,data/prosodic_breaks/wavs/20351/20351_1_2.wav,The journalist who won the *award* <pause> gave a speech.,The particular journalist who won the award gave a speech. (Restrictive),El periodista que ganó el premio dio un discurso.,data/prosodic_breaks/wavs/20351/20351_2_5.wav
481,The strategy which was proposed by the consultant worked effectively.,Prosodic Breaks,Restrictive/Nonrestrictive,News Reporting,20356,2,The *strategy* <pause> which was proposed by the consultant <pause> worked effectively.,The strategy worked effectively and was proposed by the consultant. (Nonrestrictive),"La estrategia, que fue propuesta por el consultor, funcionó eficazmente.",data/prosodic_breaks/wavs/20356/20356_1_2.wav,The strategy which was proposed by the *consultant* <pause> worked effectively.,The specific strategy proposed by the consultant worked effectively. (Restrictive),La estrategia que fue propuesta por el consultor funcionó eficazmente.,data/prosodic_breaks/wavs/20356/20356_2_0.wav
482,The knight who had a red shield saved the princess.,Prosodic Breaks,Restrictive/Nonrestrictive,Storytelling,20358,2,The *knight* <pause> who had a red shield <pause> saved the princess.,"The knight saved the princess, and he had a red shield. (Nonrestrictive)","El caballero, que tenía un escudo rojo, salvó a la princesa.",data/prosodic_breaks/wavs/20358/20358_1_3.wav,The knight who had a *red shield* <pause> saved the princess.,The specific knight with the red shield saved the princess. (Restrictive),El caballero con el escudo rojo salvó a la princesa.,data/prosodic_breaks/wavs/20358/20358_2_2.wav
483,The queen who was wise ruled a vast kingdom.,Prosodic Breaks,Restrictive/Nonrestrictive,Storytelling,20361,2,The *queen* <pause> who was wise <pause> ruled a vast kingdom.,"The queen, who was wise, ruled a vast kingdom. (Nonrestrictive)","La reina, que era sabia, gobernó un vasto reino.",data/prosodic_breaks/wavs/20361/20361_1_2.wav,The queen who was *wise* <pause> ruled a vast kingdom.,The particular queen known for her wisdom ruled a vast kingdom. (Restrictive),La reina que era sabia gobernó un vasto reino.,data/prosodic_breaks/wavs/20361/20361_2_2.wav
484,The dragon who breathed fire terrorized the village.,Prosodic Breaks,Restrictive/Nonrestrictive,Storytelling,20362,2,The *dragon* <pause> who breathed fire <pause> terrorized the village.,"The dragon, who could breathe fire, terrorized the village. (Nonrestrictive)",El dragón que echaba fuego aterrorizó la aldea.,data/prosodic_breaks/wavs/20362/20362_1_2.wav,The dragon who breathed *fire* <pause> terrorized the village.,"The specific dragon, identified by its ability to breathe fire, terrorized the village. (Restrictive)","El dragón, que podía echar fuego, aterrorizó la aldea.",data/prosodic_breaks/wavs/20362/20362_2_2.wav
485,The fairies who lived in the forest helped the travelers.,Prosodic Breaks,Restrictive/Nonrestrictive,Storytelling,20364,2,The *fairies* <pause> who lived in the forest <pause> helped the travelers.,"The fairies helped the travelers, and they lived in the forest. (Nonrestrictive)","Las hadas, que vivían en el bosque, ayudaron a los viajeros.",data/prosodic_breaks/wavs/20364/20364_1_0.wav,The fairies who lived in the *forest* <pause> helped the travelers.,The specific fairies that lived in the forest helped the travelers. (Restrictive),Las hadas que vivían en el bosque ayudaron a los viajeros.,data/prosodic_breaks/wavs/20364/20364_2_1.wav
486,The prince who had a golden sword led the expedition.,Prosodic Breaks,Restrictive/Nonrestrictive,Storytelling,20365,2,The *prince* <pause> who had a golden sword <pause> led the expedition.,"The prince, who had a golden sword, led the expedition. (Nonrestrictive)","El príncipe, que tenía una espada dorada, lideró la expedición.",data/prosodic_breaks/wavs/20365/20365_1_0.wav,The prince who had a *golden sword* <pause> led the expedition.,The particular prince identified by his golden sword led the expedition. (Restrictive),El príncipe que tenía una espada dorada lideró la expedición.,data/prosodic_breaks/wavs/20365/20365_2_0.wav
487,The negotiation strategies that focus on collaboration were successful.,Prosodic Breaks,Restrictive/Nonrestrictive,Conflict Resolution,20369,2,The *negotiation strategies* <pause> that focus on collaboration <pause> were successful.,"The negotiation strategies were successful, and focusing on collaboration is additional information. (Nonrestrictive)","The translation is:

                Las estrategias de negociación que se enfocan en la colaboración fueron exitosas.",data/prosodic_breaks/wavs/20369/20369_1_0.wav,The negotiation strategies that focus on *collaboration* <pause> were successful.,Only the negotiation strategies that focus on collaboration were successful. (Restrictive),Solo las estrategias de negociación que se enfocan en la colaboración fueron exitosas.,data/prosodic_breaks/wavs/20369/20369_2_3.wav
488,The conflict resolution techniques which were suggested by experts proved effective.,Prosodic Breaks,Restrictive/Nonrestrictive,Conflict Resolution,20376,2,The *conflict *resolution* techniques* <pause> which were suggested by experts <pause> proved effective.,"The techniques proved effective, and they happened to be suggested by experts. (Nonrestrictive)","Las técnicas de resolución de conflictos, que fueron sugeridas por expertos, demostraron ser efectivas.",data/prosodic_breaks/wavs/20376/20376_1_5.wav,The conflict resolution techniques which were suggested by *experts* <pause> proved effective.,Only the techniques suggested by experts proved effective. (Restrictive),Las técnicas de resolución de conflictos sugeridas por expertos demostraron ser efectivas.,data/prosodic_breaks/wavs/20376/20376_2_2.wav
489,The pilot who landed safely is praised.,Prosodic Breaks,Restrictive/Nonrestrictive,Military Commands,20385,2,The *pilot* <pause> who landed safely <pause> is praised.,"The pilot is praised, and it is noted that he landed safely. (Nonrestrictive)","El piloto, que aterrizó sin problemas, es elogiado",data/prosodic_breaks/wavs/20385/20385_1_2.wav,The pilot who landed *safely* <pause> is praised.,Only the safely landing pilot is praised. (Restrictive),El piloto que aterrizó sin problemas es elogiado,data/prosodic_breaks/wavs/20385/20385_2_1.wav
490,The ship that completed the mission is docked.,Prosodic Breaks,Restrictive/Nonrestrictive,Military Commands,20386,2,The *ship* <pause> that completed the mission <pause> is docked.,"The ship is docked, and it completed the mission. (Nonrestrictive)","El barco, que completó la misión, está atracado.",data/prosodic_breaks/wavs/20386/20386_1_3.wav,The ship that completed the *mission* <pause> is docked.,Only the mission-completing ship is docked. (Restrictive),El barco que completó la misión está atracado.,data/prosodic_breaks/wavs/20386/20386_2_3.wav
491,The philosopher who questioned existence wrote many books.,Prosodic Breaks,Restrictive/Nonrestrictive,Philosophical Discussions,20388,2,The *philosopher* <pause> who questioned existence <pause> wrote many books.,"Any philosopher, with specific mention of this one who questioned existence. (Nonrestrictive)",El filósofo que cuestionó la existencia escribió muchos libros.,data/prosodic_breaks/wavs/20388/20388_1_2.wav,The philosopher who questioned *existence* <pause> wrote many books.,Only the philosopher renowned for questioning existence wrote many books. (Restrictive),"El filósofo, que cuestionó la existencia, escribió muchos libros.",data/prosodic_breaks/wavs/20388/20388_2_2.wav
493,The notion that Plato discussed affects modern thought.,Prosodic Breaks,Restrictive/Nonrestrictive,Philosophical Discussions,20392,2,The *notion* <pause> that Plato discussed <pause> affects modern thought.,"A notion, specifically the one discussed by Plato, affects modern thought. (Nonrestrictive)",La noción que discutió Platón afecta el pensamiento moderno.,data/prosodic_breaks/wavs/20392/20392_1_2.wav,The notion that Plato *discussed* <pause> affects modern thought.,Only the notion that was discussed by Plato affects modern thought. (Restrictive),"Una noción, que Platón discutió, afecta el pensamiento moderno.",data/prosodic_breaks/wavs/20392/20392_2_2.wav
494,The philosopher who debated ethics changed history.,Prosodic Breaks,Restrictive/Nonrestrictive,Philosophical Discussions,20393,2,The *philosopher* <pause> who debated ethics <pause> changed history.,"The philosopher, who happens to have debated ethics, changed history. (Nonrestrictive)",La filósofa que debatió sobre ética cambió la historia.,data/prosodic_breaks/wavs/20393/20393_1_2.wav,The philosopher who debated *ethics* <pause> changed history.,Only the philosopher renowned for debating ethics changed history. (Restrictive),La filósofa que debatió específicamente sobre ética cambió la historia.,data/prosodic_breaks/wavs/20393/20393_2_3.wav
495,The paper that argues for determinism is compelling.,Prosodic Breaks,Restrictive/Nonrestrictive,Philosophical Discussions,20394,2,The *paper* <pause> that argues for determinism <pause> is compelling.,"A paper, specifically one that argues for determinism, is compelling. (Nonrestrictive)","El artículo, que defiende el determinismo, es convincente.",data/prosodic_breaks/wavs/20394/20394_1_5.wav,The paper that argues for *determinism* <pause> is compelling.,Only the paper that argues for determinism is compelling. (Restrictive),El artículo que defiende específicamente el determinismo es convincente.,data/prosodic_breaks/wavs/20394/20394_2_0.wav
496,The lecture that tackled consciousness was fascinating.,Prosodic Breaks,Restrictive/Nonrestrictive,Philosophical Discussions,20395,2,The *lecture* <pause> that tackled consciousness <pause> was fascinating.,"A lecture, specifically the one that tackled consciousness, was fascinating. (Nonrestrictive)","La conferencia, la que abordó la conciencia, fue fascinante.",data/prosodic_breaks/wavs/20395/20395_1_5.wav,The lecture that tackled *consciousness* <pause> was fascinating.,Only the lecture that specifically tackled consciousness was fascinating. (Restrictive),La conferencia que específicamente abordó la conciencia fue fascinante.,data/prosodic_breaks/wavs/20395/20395_2_0.wav
498,He interpreted the data from the recent survey.,Prosodic Breaks,VP/NP Attachment,Academic Writing,20406,1,He interpreted the data <pause> from the recent *survey*.,The data came from the recent survey. (VP attachment),Él interpretó los datos de la encuesta reciente.,data/prosodic_breaks/wavs/20406/20406_1_3.wav,He interpreted <pause> the *data* from the recent survey.,The focus was on interpreting the data itself. (NP attachment),Interpretó los datos provenientes de la encuesta reciente.,data/prosodic_breaks/wavs/20406/20406_2_4.wav
499,They submitted the evidence from the crime scene.,Prosodic Breaks,VP/NP Attachment,Legal Writing,20412,1,They submitted the evidence <pause> from the *crime SCENE*.,The submission was of evidence collected from the crime scene. (VP attachment),Ellos presentaron las pruebas específicamente del lugar del crimen.,data/prosodic_breaks/wavs/20412/20412_1_5.wav,They submitted <pause> the *evidence* from the crime scene.,The evidence they submitted specifically pertains to the crime scene. (NP attachment),Ellos presentaron las pruebas del lugar del crimen.,data/prosodic_breaks/wavs/20412/20412_2_5.wav
500,The prosecution examined the documents with the evidence.,Prosodic Breaks,VP/NP Attachment,Legal Writing,20416,1,The prosecution examined the documents <pause> with the *evidence*.,The examination of the documents included evidence. (VP attachment),La fiscalía examinó los documentos con la evidencia.,data/prosodic_breaks/wavs/20416/20416_1_2.wav,The prosecution examined <pause> the *documents* with the evidence.,The specific documents examined contained evidence. (NP attachment),"La fiscalía examinó, con la evidencia, los documentos.",data/prosodic_breaks/wavs/20416/20416_2_4.wav
501,The professor reviewed articles with the students.,Prosodic Breaks,VP/NP Attachment,Scientific Research Papers,20429,2,The professor reviewed articles <pause> with the *students*.,The articles were reviewed in the company of the students. (VP attachment),El profesor revisó artículos junto con los estudiantes.,data/prosodic_breaks/wavs/20429/20429_1_0.wav,The professor reviewed <pause> *articles* with the students.,The articles were co-authored with the students. (NP attachment),El profesor revisó artículos con los estudiantes.,data/prosodic_breaks/wavs/20429/20429_2_0.wav
502,The journalist reported the news from the conflict zone.,Prosodic Breaks,VP/NP Attachment,Journalism,20437,1,The journalist reported the news <pause> from the *conflict* zone.,The news was reported from within the conflict zone. (VP attachment),El periodista informó las noticias desde la zona de conflicto.,data/prosodic_breaks/wavs/20437/20437_1_5.wav,The journalist reported the <pause> *news* from the conflict zone.,The news is about the conflict zone. (NP attachment),El periodista informó sobre las noticias de la zona de conflicto.,data/prosodic_breaks/wavs/20437/20437_2_4.wav
503,They published the interview with the senator from New York.,Prosodic Breaks,VP/NP Attachment,Journalism,20439,2,They published the interview <pause> with the senator from *new* York.,The publishing happened in New York. (VP attachment),Publicaron la entrevista con el senador que es de Nueva York.,data/prosodic_breaks/wavs/20439/20439_1_3.wav,They published the interview with <pause> the *senator* from New York.,The senator is from New York. (NP attachment),Ellos publicaron la entrevista con el senador de Nueva York.,data/prosodic_breaks/wavs/20439/20439_2_0.wav
504,The columnist discussed the policy update from the government.,Prosodic Breaks,VP/NP Attachment,Journalism,20443,1,The columnist discussed the policy update <pause> from the *government*.,The discussion focused on an update from the government. (VP attachment),El columnista discutió la actualización de la política emitida por el gobierno.,data/prosodic_breaks/wavs/20443/20443_1_0.wav,The columnist discussed <pause> the *policy* update from the government.,The policy update was issued by the government. (NP attachment),El columnista discutió la actualización de la política del gobierno.,data/prosodic_breaks/wavs/20443/20443_2_2.wav
505,She asked a question to the spokesperson at the event.,Prosodic Breaks,VP/NP Attachment,Journalism,20445,1,She asked a question <pause> to the spokesperson at the *event*.,The question was asked while at the event. (VP attachment),Ella hizo una pregunta al portavoz durante el evento,data/prosodic_breaks/wavs/20445/20445_1_4.wav,She asked a <pause> *question* to the spokesperson at the event.,The spokesperson was at the event. (NP attachment),Ella hizo una pregunta al portavoz en el evento,data/prosodic_breaks/wavs/20445/20445_2_2.wav
506,The professor discussed the symbolism in the lecture.,Prosodic Breaks,VP/NP Attachment,Literary Analysis,20449,2,The professor discussed the symbolism <pause> in the *lecture*.,The discussion took place during the lecture. (VP attachment),La profesora habló sobre el simbolismo durante la conferencia.,data/prosodic_breaks/wavs/20449/20449_1_1.wav,The professor discussed <pause> the *symbolism* in the lecture.,The symbolism is present within the lecture content. (NP attachment),La profesora habló sobre el simbolismo en la conferencia.,data/prosodic_breaks/wavs/20449/20449_2_3.wav
507,The lecturer discussed the irony in the novel with the students.,Prosodic Breaks,VP/NP Attachment,Literary Analysis,20455,1,The lecturer discussed the irony in the novel <pause> with the *students*.,The discussion about irony took place with the students. (VP attachment),El conferenciante discutió la ironía en la novela con los estudiantes.,data/prosodic_breaks/wavs/20455/20455_1_1.wav,The lecturer discussed the irony <pause> in the *novel* with the students.,The irony is located within the novel and was discussed with the students. (NP attachment),El conferenciante discutió la ironía presente en la novela con los estudiantes.,data/prosodic_breaks/wavs/20455/20455_2_3.wav
508,The principal introduced the guest speaker to the parents in the auditorium.,Prosodic Breaks,VP/NP Attachment,Teaching/Education,20470,1,The principal introduced the guest speaker <pause> to the *parents* in the auditorium.,The parents were in the auditorium. (VP attachment),El director presentó al orador invitado a los padres en el auditorio.,data/prosodic_breaks/wavs/20470/20470_1_3.wav,The principal introduced <pause> the guest *speaker* to the parents in the auditorium.,The speaker was introduced in the auditorium. (NP attachment),"El director presentó, en el auditorio, al orador invitado a los padres.",data/prosodic_breaks/wavs/20470/20470_2_5.wav
509,The marketer assessed the impact on sales.,Prosodic Breaks,VP/NP Attachment,Business Reports,20495,1,The marketer assessed the impact <pause> on *sales*.,The marketer assessed something to understand its impact on sales. (VP attachment),El comercial evaluó el impacto sobre las ventas.,data/prosodic_breaks/wavs/20495/20495_1_4.wav,The marketer assessed <pause> the *impact* on sales.,The impact pertains specifically to sales. (NP attachment),El comercial evaluó el impacto en las ventas.,data/prosodic_breaks/wavs/20495/20495_2_5.wav
510,The policy outlines the funding for community projects.,Prosodic Breaks,VP/NP Attachment,Policy Documents,20511,2,The policy outlines the funding <pause> for community *projects*.,The outlining happens for community projects. (VP attachment),La política describe los fondos destinados a proyectos comunitarios.,data/prosodic_breaks/wavs/20511/20511_1_2.wav,The policy outlines <pause> the *funding* for community projects.,The funding specifically meant for community projects is outlined. (NP attachment),La política describe la financiación para proyectos comunitarios.,data/prosodic_breaks/wavs/20511/20511_2_3.wav
511,The researcher noted the changes during the revolution.,Prosodic Breaks,VP/NP Attachment,Historical Writing,20522,1,The researcher noted the changes <pause> during the *revolution*.,The researcher made notes while the revolution was occurring. (VP attachment),El investigador anotó los cambios durante la revolución.,data/prosodic_breaks/wavs/20522/20522_1_2.wav,The researcher noted <pause> the *changes* during the revolution.,The changes being referred to happened during the revolution. (NP attachment),El investigador registró los cambios durante la revolución.,data/prosodic_breaks/wavs/20522/20522_2_5.wav
512,The radiologist printed the results of the scan for the surgeon.,Prosodic Breaks,VP/NP Attachment,Medical Writing,20535,1,The radiologist printed the results <pause> of the scan for the *surgeon*.,The results were specifically printed for the surgeon. (VP attachment),El radiólogo imprimió los resultados de la exploración específicamente para el cirujano.,data/prosodic_breaks/wavs/20535/20535_1_2.wav,The radiologist printed <pause> the *results* of the scan for the surgeon.,The printing was of the scan results intended for the surgeon. (NP attachment),El radiólogo imprimió los resultados de la exploración destinados al cirujano.,data/prosodic_breaks/wavs/20535/20535_2_0.wav
513,They launched new products for kids.,Prosodic Breaks,VP/NP Attachment,Marketing Copy,20558,1,They launched new products <pause> for *kids*.,The new products are for kids (VP attachment).,Lanzaron nuevos productos dirigidos a niños.,data/prosodic_breaks/wavs/20558/20558_1_5.wav,They launched <pause> new *products* for kids.,The focus is on launching any new products (NP attachment).,Lanzaron nuevos productos para niños.,data/prosodic_breaks/wavs/20558/20558_2_5.wav
514,The editor reviewed the footage of the interview in the office.,Prosodic Breaks,VP/NP Attachment,News Reporting,20577,2,The editor reviewed the footage <pause> of the interview in the *office*.,The reviewed footage was of an interview happening in the office. (VP attachment),La editora revisó las imágenes de la entrevista en la oficina.,data/prosodic_breaks/wavs/20577/20577_1_3.wav,The editor reviewed <pause> the *footage* of the interview in the office.,The editor reviewed the footage while being in the office. (NP attachment),La editora revisó en la oficina las imágenes de la entrevista.,data/prosodic_breaks/wavs/20577/20577_2_0.wav
515,The manager moved the showcase from Italy.,Prosodic Breaks,VP/NP Attachment,Product Descriptions,20588,1,The manager moved the showcase <pause> from *italy*.,The manager was in Italy. (VP attachment),El gerente movió la vitrina desde Italia.,data/prosodic_breaks/wavs/20588/20588_1_2.wav,The manager moved <pause> the *showcase* from Italy.,The showcase is from Italy. (NP attachment),El gerente movió la vitrina que vino de Italia.,data/prosodic_breaks/wavs/20588/20588_2_3.wav
517,She looked over the manuscript.,Prosodic Breaks,Phrasal Verbs,Editing and Proofreading,20609,1,She *looked* <pause> over the manuscript.,She gazed over the manuscript. (literal),Ella examinó el manuscrito,data/prosodic_breaks/wavs/20609/20609_1_2.wav,She *looked over* <pause> the manuscript.,She reviewed the manuscript. (idiomatic),Ella revisó el manuscrito,data/prosodic_breaks/wavs/20609/20609_2_2.wav
519,The researchers confirmed the data supported their hypothesis.,Prosodic Breaks,Complementizer/Parenthetical,Academic Writing,20640,1,The researchers *confirmed* <pause> the data supported their hypothesis.,The confirmation was that the data supported their hypothesis. (complementizer),Los investigadores corroboraron que los datos respaldaban su hipótesis.,data/prosodic_breaks/wavs/20640/20640_1_0.wav,The researchers confirmed <pause> the data *supported* <pause> their hypothesis.,"The data supported something else, while researchers confirmed their hypothesis. (parenthetical)",Los investigadores confirmaron que los datos respaldaban su hipótesis.,data/prosodic_breaks/wavs/20640/20640_2_5.wav
520,They discovered the samples contained unusual minerals.,Prosodic Breaks,Complementizer/Parenthetical,Academic Writing,20643,2,They *discovered* <pause> the samples contained unusual minerals.,The discovery was that the samples contained unusual minerals. (complementizer),Descubrieron las muestras; éstas contenían minerales inusuales.,data/prosodic_breaks/wavs/20643/20643_1_0.wav,They discovered <pause> the samples *contained* <pause> unusual minerals.,"It is a fact that samples contained unusual minerals, while they discovered something else. (parenthetical)",Descubrieron que las muestras contenían minerales inusuales.,data/prosodic_breaks/wavs/20643/20643_2_3.wav
521,The judge believed the witnesses lied during the trial.,Prosodic Breaks,Complementizer/Parenthetical,Legal Writing,20650,1,The judge *believed* <pause> the witnesses lied during the trial.,The judge believed that the witnesses provided false testimony. (complementizer),La juez creyó que los testigos mintieron durante el juicio.,data/prosodic_breaks/wavs/20650/20650_1_3.wav,The judge believed <pause> the witnesses *lied* <pause> during the trial.,"The witnesses lied during the trial, according to the judge's belief. (parenthetical)",La juez creyó que durante el juicio los testigos mintieron.,data/prosodic_breaks/wavs/20650/20650_2_0.wav
522,They concluded the witness was unreliable after cross-examination.,Prosodic Breaks,Complementizer/Parenthetical,Legal Writing,20652,1,They *concluded* <pause> the witness was unreliable after cross-examination.,Their conclusion was that the witness could not be trusted. (complementizer),Llegaron a la conclusión de que el testigo era poco fiable después del contrainterrogatorio.,data/prosodic_breaks/wavs/20652/20652_1_1.wav,They concluded <pause> the witness was *unreliable* <pause> after cross-examination.,"The witness was unreliable after cross-examination, in their conclusion. (parenthetical)",Concluyeron que el testigo no era fiable después del contrainterrogatorio.,data/prosodic_breaks/wavs/20652/20652_2_0.wav
523,We discovered the contract was void after review.,Prosodic Breaks,Complementizer/Parenthetical,Legal Writing,20654,1,We *discovered* <pause> the contract was void after review.,Our discovery was that the contract was annulled. (complementizer),Descubrimos que el contrato había sido anulado después de la revisión.,data/prosodic_breaks/wavs/20654/20654_1_3.wav,We discovered <pause> the contract was *void* <pause> after review.,The contract turned out to be void after our review. (parenthetical),Descubrimos que el contrato era inválido después de la revisión.,data/prosodic_breaks/wavs/20654/20654_2_3.wav
524,The prosecutor insisted the defendant confessed during interrogation.,Prosodic Breaks,Complementizer/Parenthetical,Legal Writing,20655,1,The prosecutor *insisted* <pause> the defendant confessed during interrogation.,The prosecutor's insistence was on the fact that the defendant had confessed. (complementizer),El fiscal insistió: el acusado confesó durante el interrogatorio.,data/prosodic_breaks/wavs/20655/20655_1_5.wav,The prosecutor insisted <pause> the defendant *confessed* <pause> during interrogation.,"The defendant confessed during interrogation, and this was insisted by the prosecutor. (parenthetical)",El fiscal insistió en que el acusado confesó durante el interrogatorio.,data/prosodic_breaks/wavs/20655/20655_2_2.wav
525,The data analyst assumed the results were valid after running the tests.,Prosodic Breaks,Complementizer/Parenthetical,Technical Writing,20659,1,The data analyst *assumed* <pause> the results were valid after running the tests.,The assumption was that the results were valid after the tests. (complementizer),El analista de datos asumió que los resultados eran válidos después de realizar las pruebas.,data/prosodic_breaks/wavs/20659/20659_1_5.wav,The data analyst assumed <pause> the results were *valid* <pause> after running the tests.,"The results were valid only after running the tests, which the data analyst assumed. (parenthetical)",El analista de datos asumió que los resultados fueron válidos tras realizar las pruebas.,data/prosodic_breaks/wavs/20659/20659_2_1.wav
527,The inspector verified the standards were met during his site visit.,Prosodic Breaks,Complementizer/Parenthetical,Technical Writing,20668,1,The inspector *verified* <pause> the standards were met during his site visit.,The verification was that the standards were met during his visit. (complementizer),El inspector verificó que se cumplieron las normas durante su visita al sitio.,data/prosodic_breaks/wavs/20668/20668_1_3.wav,The inspector verified <pause> the standards were *met* <pause> during his site visit.,"During his site visit, the standards were met, which the inspector verified. (parenthetical)",El inspector comprobó que se cumplieron las normas durante su visita al sitio.,data/prosodic_breaks/wavs/20668/20668_2_2.wav
528,We demonstrated the algorithm improved efficiency during the experiment.,Prosodic Breaks,Complementizer/Parenthetical,Scientific Research Papers,20674,1,We *demonstrated* <pause> the algorithm improved efficiency during the experiment.,Our demonstration was that the algorithm improved efficiency. (complementizer),"Demostramos el algoritmo, que mejoró la eficiencia, durante el experimento.",data/prosodic_breaks/wavs/20674/20674_1_3.wav,We demonstrated <pause> the algorithm *improved efficiency* <pause> during the experiment.,"The algorithm, which improved efficiency, was demonstrated during the experiment. (parenthetical)",Demostramos que el algoritmo mejoró la eficiencia durante el experimento.,data/prosodic_breaks/wavs/20674/20674_2_5.wav
529,It is evident the samples were contaminated based on the results.,Prosodic Breaks,Complementizer/Parenthetical,Scientific Research Papers,20676,1,It is *evident* <pause> the samples were contaminated based on the results.,It is evident that the samples were contaminated. (complementizer),Es evidente; las muestras estaban contaminadas según los resultados.,data/prosodic_breaks/wavs/20676/20676_1_3.wav,It is evident <pause> the samples were *contaminated* <pause> based on the results.,"The samples, which were contaminated, make it evident based on the results. (parenthetical)",Es evidente que las muestras estaban contaminadas según los resultados.,data/prosodic_breaks/wavs/20676/20676_2_4.wav
530,The journalist reported the sources stated that there had been no casualties.,Prosodic Breaks,Complementizer/Parenthetical,Journalism,20682,2,The journalist *reported* <pause> the sources stated that there had been no casualties.,The report was based on the sources' statement about no casualties. (complementizer),"El periodista informó que según las fuentes, no hubo víctimas.",data/prosodic_breaks/wavs/20682/20682_1_5.wav,The journalist reported <pause> the sources *stated* <pause> that there had been no casualties.,"The sources were on record with their statement, and the journalist mentioned it. (parenthetical)",El periodista informó que las fuentes afirmaron que no hubo víctimas.,data/prosodic_breaks/wavs/20682/20682_2_5.wav
